batting_team,bowling_team,venue,season,target,over,runs_scored,wickets_lost,runs_needed,balls_left,crr,rrr,result
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,1,8,1,172,108,8.0,9.56,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,2,18,1,162,102,9.0,9.53,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,3,26,1,154,96,8.67,9.62,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,4,29,2,151,90,7.25,10.07,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,5,41,2,139,84,8.2,9.93,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,6,54,2,126,78,9.0,9.69,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,7,60,2,120,72,8.57,10.0,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,8,70,2,110,66,8.75,10.0,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,9,76,2,104,59,8.44,10.58,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,10,88,2,92,53,8.8,10.42,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,11,96,3,84,47,8.73,10.72,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,12,109,3,71,41,9.08,10.39,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,13,118,3,62,35,9.08,10.63,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,14,129,3,51,29,9.21,10.55,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,15,139,4,41,23,9.27,10.7,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,16,150,4,30,17,9.38,10.59,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,17,159,4,21,11,9.35,11.45,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,2020,180,18,163,5,17,4,9.06,25.5,1
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,1,4,2,203,108,4.0,11.28,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,2,5,3,202,102,2.5,11.88,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,3,11,3,196,96,3.67,12.25,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,4,25,3,182,88,6.25,12.41,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,5,40,3,167,80,8.0,12.52,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,6,48,3,159,74,8.0,12.89,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,7,53,4,154,68,7.57,13.59,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,8,60,5,147,62,7.5,14.23,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,9,63,5,144,56,7.0,15.43,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,10,70,5,137,50,7.0,16.44,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,11,80,5,127,43,7.27,17.72,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,12,83,6,124,37,6.92,20.11,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,13,88,7,119,31,6.77,23.03,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,14,95,7,112,25,6.79,26.88,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,15,102,8,105,19,6.8,33.16,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,16,109,10,98,12,6.81,49.0,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,17,109,10,98,12,6.41,49.0,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,18,109,10,98,12,6.06,49.0,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,19,109,10,98,12,5.74,49.0,0
Royal Challengers Bangalore,Punjab Kings,Dubai International Cricket Stadium,2020,207,20,109,10,98,12,5.45,49.0,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,1,7,2,187,108,7.0,10.39,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,2,12,3,182,102,6.0,10.71,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,3,16,3,178,96,5.33,11.12,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,4,23,3,171,90,5.75,11.4,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,5,31,3,163,84,6.2,11.64,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,6,35,3,159,78,5.83,12.23,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,7,42,3,152,72,6.0,12.67,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,8,51,4,143,66,6.38,13.0,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,9,63,4,131,60,7.0,13.1,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,10,74,4,120,53,7.4,13.58,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,11,84,4,110,47,7.64,14.04,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,12,97,4,97,41,8.08,14.2,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,13,102,5,92,35,7.85,15.77,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,14,113,6,81,29,8.07,16.76,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,15,115,8,79,23,7.67,20.61,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,16,124,8,70,17,7.75,24.71,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,17,136,9,58,11,8.0,31.64,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,18,136,10,58,10,7.56,34.8,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,19,136,10,58,10,7.16,34.8,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,2020,194,20,136,10,58,10,6.8,34.8,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,1,12,0,152,108,12.0,8.44,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,2,22,0,142,102,11.0,8.35,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,3,35,0,129,96,11.67,8.06,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,4,46,0,118,90,11.5,7.87,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,5,58,0,106,83,11.6,7.66,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,6,60,1,104,77,10.0,8.1,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,7,68,1,96,71,9.71,8.11,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,8,70,2,94,65,8.75,8.68,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,9,74,3,90,59,8.22,9.15,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,10,80,3,84,53,8.0,9.51,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,11,85,4,79,47,7.73,10.09,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,12,89,4,75,41,7.42,10.98,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,13,100,4,64,35,7.69,10.97,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,14,109,4,55,28,7.79,11.79,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,15,117,5,47,22,7.8,12.82,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,16,127,5,37,16,7.94,13.88,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,17,134,5,30,10,7.88,18.0,0
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,2020,164,18,146,6,18,4,8.11,27.0,0
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,1,16,0,163,107,16.0,9.14,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,2,25,0,154,101,12.5,9.15,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,3,32,0,147,95,10.67,9.28,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,4,41,0,138,88,10.25,9.41,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,5,60,0,119,82,12.0,8.71,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,6,66,0,113,76,11.0,8.92,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,7,81,0,98,70,11.57,8.4,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,8,95,0,84,63,11.88,8.0,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,9,101,0,78,57,11.22,8.21,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,10,112,0,67,51,11.2,7.88,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,11,119,0,60,44,10.82,8.18,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,12,123,0,56,38,10.25,8.84,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,13,135,0,44,30,10.38,8.8,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,14,150,0,29,23,10.71,7.57,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,15,156,0,23,17,10.4,8.12,1
Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2020,179,16,168,0,11,11,10.5,6.0,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,1,20,0,135,108,20.0,7.5,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,2,27,1,128,102,13.5,7.53,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,3,32,1,123,96,10.67,7.69,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,4,39,1,116,90,9.75,7.73,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,5,50,1,105,84,10.0,7.5,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,6,55,1,100,78,9.17,7.69,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,7,64,1,91,72,9.14,7.58,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,8,71,1,84,66,8.88,7.64,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,9,77,1,78,60,8.56,7.8,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,10,82,1,73,54,8.2,8.11,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,11,91,1,64,48,8.27,8.0,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,12,104,1,51,41,8.67,7.46,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,13,107,1,48,35,8.23,8.23,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,14,118,1,37,29,8.43,7.66,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,15,124,2,31,23,8.27,8.09,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,16,131,2,24,17,8.19,8.47,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,17,147,2,8,11,8.65,4.36,1
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2020,155,18,154,2,1,5,8.56,1.2,1
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,1,12,1,217,108,12.0,12.06,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,2,27,1,202,102,13.5,11.88,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,3,39,1,190,96,13.0,11.88,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,4,47,1,182,90,11.75,12.13,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,5,59,1,170,83,11.8,12.29,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,6,61,1,168,77,10.17,13.09,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,7,72,1,157,70,10.29,13.46,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,8,84,2,145,63,10.5,13.81,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,9,94,3,135,57,10.44,14.21,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,10,100,3,129,50,10.0,15.48,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,11,108,3,121,44,9.82,16.5,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,12,118,5,111,38,9.83,17.53,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,13,131,6,98,32,10.08,18.38,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,14,137,6,92,24,9.79,23.0,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,15,151,6,78,18,10.07,26.0,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,16,175,6,54,11,10.94,29.45,0
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2020,229,17,198,6,31,5,11.65,37.2,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,1,4,0,161,107,4.0,9.03,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,2,7,1,158,101,3.5,9.39,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,3,13,1,152,95,4.33,9.6,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,4,26,1,139,88,6.5,9.48,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,5,36,3,129,82,7.2,9.44,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,6,40,3,125,76,6.67,9.87,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,7,41,3,124,70,5.86,10.63,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,8,43,4,122,64,5.38,11.44,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,9,44,4,121,58,4.89,12.52,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,10,55,4,110,52,5.5,12.69,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,11,58,4,107,46,5.27,13.96,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,12,61,4,104,40,5.08,15.6,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,13,71,4,94,33,5.46,17.09,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,14,79,4,86,27,5.64,19.11,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,15,87,4,78,21,5.8,22.29,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,16,102,4,63,15,6.38,25.2,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,17,121,5,44,9,7.12,29.33,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020,165,18,137,5,28,3,7.61,56.0,0
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,1,13,0,164,108,13.0,9.11,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,2,33,0,144,101,16.5,8.55,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,3,34,1,143,95,11.33,9.03,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,4,40,1,137,89,10.0,9.24,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,5,51,1,126,83,10.2,9.11,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,6,62,1,115,75,10.33,9.2,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,7,71,1,106,69,10.14,9.22,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,8,75,1,102,63,9.38,9.71,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,9,87,2,90,57,9.67,9.47,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,10,102,2,75,51,10.2,8.82,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,11,105,2,72,45,9.55,9.6,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,12,108,3,69,39,9.0,10.62,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,13,117,4,60,33,9.0,10.91,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,14,125,4,52,27,8.93,11.56,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,15,140,4,37,20,9.33,11.1,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,16,150,4,27,14,9.38,11.57,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,17,155,5,22,8,9.12,16.5,1
Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,2020,177,18,168,5,9,2,9.33,27.0,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,1,15,1,140,107,15.0,7.85,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,2,16,2,139,101,8.0,8.26,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,3,27,2,128,94,9.0,8.17,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,4,40,2,115,88,10.0,7.84,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,5,58,2,97,81,11.6,7.19,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,6,62,2,93,75,10.33,7.44,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,7,68,2,87,69,9.71,7.57,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,8,76,2,79,63,9.5,7.52,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,9,79,2,76,57,8.78,8.0,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,10,94,2,61,51,9.4,7.18,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,11,97,2,58,44,8.82,7.91,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,12,108,2,47,38,9.0,7.42,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,13,113,2,42,32,8.69,7.88,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,14,118,2,37,26,8.43,8.54,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,15,131,2,24,20,8.73,7.2,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,16,140,2,15,14,8.75,6.43,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2020,155,17,152,2,3,7,8.94,2.57,1
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,1,15,0,182,106,15.0,10.3,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,2,20,1,177,100,10.0,10.62,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,3,27,2,170,94,9.0,10.85,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,4,38,2,159,88,9.5,10.84,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,5,43,3,154,82,8.6,11.27,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,6,49,3,148,76,8.17,11.68,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,7,54,3,143,70,7.71,12.26,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,8,61,3,136,63,7.62,12.95,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,9,63,3,134,57,7.0,14.11,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,10,70,3,127,51,7.0,14.94,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,11,75,4,122,45,6.82,16.27,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,12,91,4,106,38,7.58,16.74,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,13,97,5,100,31,7.46,19.35,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,14,105,5,92,25,7.5,22.08,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,15,115,6,82,19,7.67,25.89,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,16,118,6,79,13,7.38,36.46,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,17,121,8,76,7,7.12,65.14,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2020,197,18,127,9,70,1,7.06,420.0,0
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,1,9,0,141,108,9.0,7.83,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,2,11,0,139,102,5.5,8.18,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,3,21,0,129,96,7.0,8.06,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,4,34,0,116,90,8.5,7.73,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,5,36,0,114,84,7.2,8.14,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,6,41,0,109,78,6.83,8.38,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,7,47,1,103,72,6.71,8.58,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,8,50,1,100,66,6.25,9.09,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,9,67,1,83,60,7.44,8.3,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,10,76,1,74,54,7.6,8.22,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,11,86,1,64,48,7.82,8.0,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,12,96,1,54,42,8.0,7.71,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,13,104,1,46,35,8.0,7.89,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,14,113,1,37,29,8.07,7.66,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,15,123,1,27,23,8.2,7.04,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,16,136,1,14,17,8.5,4.94,1
Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,2020,150,17,147,1,3,11,8.65,1.64,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,1,17,0,98,108,17.0,5.44,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,2,22,0,93,102,11.0,5.47,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,3,30,0,85,96,10.0,5.31,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,4,47,0,68,90,11.75,4.53,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,5,52,0,63,84,10.4,4.5,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,6,64,0,51,78,10.67,3.92,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,7,74,0,41,72,10.57,3.42,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,8,89,0,26,66,11.12,2.36,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,9,98,0,17,60,10.89,1.7,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,10,108,0,7,54,10.8,0.78,1
Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,2020,115,11,112,0,3,48,10.18,0.38,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,2020,178,1,9,0,169,107,9.0,9.48,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,2020,178,2,22,0,156,101,11.0,9.27,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,2020,178,3,27,1,151,95,9.0,9.54,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,2020,178,4,39,1,139,88,9.75,9.48,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,2020,178,5,47,1,131,82,9.4,9.59,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,2020,178,6,51,1,127,76,8.5,10.03,1
